Source Table,Problem,DesignPt#,crn_across_solns,eta_1,eta_2,gamma_1,gamma_2,lambda_min,simple_solve,reuse_points,initial_solution,MacroRep#,Final Relative Optimality Gap,Area Under Progress Curve,0.05-Solve Time,0.05-Solved? (Y/N),0.1-Solve Time,0.1-Solved? (Y/N),0.2-Solve Time,0.2-Solved? (Y/N),0.5-Solve Time,0.5-Solved? (Y/N),budget,backorder_cost,demand_mean,warmup,variable_cost,fixed_cost,lead_mean,holding_cost,n_days,arc_costs,arcs,num_nodes
df_solver_results_new_sscont.jmp,SSCONT,30,True,0.175,0.875,2.375,0.6,4,True,True,"(600, 600)",4,0.421669956,0.3766347404,.,0,.,0,0.056,1,0.04,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,30,True,0.175,0.875,2.375,0.6,4,True,True,"(600, 600)",5,0.1711896416,0.2463528424,0.764,1,0.764,1,0.056,1,0.04,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,30,True,0.175,0.875,2.375,0.6,4,True,True,"(600, 600)",6,0.1798757941,0.4375376566,.,0,.,0,0.056,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,30,True,0.175,0.875,2.375,0.6,4,True,True,"(600, 600)",7,1.0301052935,0.5455945769,.,0,0.084,1,0.056,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,30,True,0.175,0.875,2.375,0.6,4,True,True,"(600, 600)",8,0.0850230338,0.4319041769,.,0,0.985,1,0.312,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,30,True,0.175,0.875,2.375,0.6,4,True,True,"(600, 600)",9,0.0289913854,0.3846366423,0.884,1,0.356,1,0.056,1,0.04,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,31,True,0.375,0.55,2.625,0.1,4,True,True,"(600, 600)",0,0.1329722448,0.1595473555,.,0,0.056,1,0.056,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,31,True,0.375,0.55,2.625,0.1,4,True,True,"(600, 600)",1,0.7350429038,0.4923924788,.,0,0.608,1,0.056,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,31,True,0.375,0.55,2.625,0.1,4,True,True,"(600, 600)",2,0.0899429332,0.1538024319,.,0,0.204,1,0.056,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,31,True,0.375,0.55,2.625,0.1,4,True,True,"(600, 600)",3,0.0907287601,0.3794237427,.,0,0.944,1,0.056,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,31,True,0.375,0.55,2.625,0.1,4,True,True,"(600, 600)",4,0.2463181635,0.3814329023,.,0,.,0,0.056,1,0.04,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,31,True,0.375,0.55,2.625,0.1,4,True,True,"(600, 600)",5,0.3254185403,0.3994037928,.,0,.,0,0.056,1,0.04,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,31,True,0.375,0.55,2.625,0.1,4,True,True,"(600, 600)",6,0.3276229865,0.379893826,.,0,.,0,.,0,0.088,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,31,True,0.375,0.55,2.625,0.1,4,True,True,"(600, 600)",7,0.4346840347,0.4805168964,.,0,0.876,1,0.156,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,31,True,0.375,0.55,2.625,0.1,4,True,True,"(600, 600)",8,0.269254198,0.3050076623,.,0,.,0,.,0,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,31,True,0.375,0.55,2.625,0.1,4,True,True,"(600, 600)",9,0.071361718,0.1681813512,.,0,0.212,1,0.056,1,0.04,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,32,True,0.125,0.575,1.25,0.3,4,True,True,"(600, 600)",0,0.0999984918,0.1670569191,.,0,0.12,1,0.104,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,32,True,0.125,0.575,1.25,0.3,4,True,True,"(600, 600)",1,0.2574908678,0.3050182641,.,0,.,0,.,0,0.072,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,32,True,0.125,0.575,1.25,0.3,4,True,True,"(600, 600)",2,0.4686213258,0.4944817908,.,0,.,0,.,0,0.108,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,32,True,0.125,0.575,1.25,0.3,4,True,True,"(600, 600)",3,0.2640634421,0.3114310984,.,0,.,0,.,0,0.072,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,32,True,0.125,0.575,1.25,0.3,4,True,True,"(600, 600)",4,0.1650452237,0.2055933416,.,0,.,0,0.088,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,32,True,0.125,0.575,1.25,0.3,4,True,True,"(600, 600)",5,0.0441271923,0.1024578863,0.357,1,0.104,1,0.088,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,32,True,0.125,0.575,1.25,0.3,4,True,True,"(600, 600)",6,-0.004486967,0.1124683281,0.21,1,0.21,1,0.188,1,0.088,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,32,True,0.125,0.575,1.25,0.3,4,True,True,"(600, 600)",7,0.3276991643,0.3316483272,.,0,.,0,0.116,1,0.072,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,32,True,0.125,0.575,1.25,0.3,4,True,True,"(600, 600)",8,0.326306466,0.3678243704,.,0,.,0,.,0,0.072,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,32,True,0.125,0.575,1.25,0.3,4,True,True,"(600, 600)",9,0.0808579659,0.1429507554,.,0,0.104,1,0.088,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,33,True,0.2,0.875,2.625,0.4,4,True,True,"(600, 600)",0,0.1669219743,0.33871233,0.424,1,0.056,1,0.056,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,33,True,0.2,0.875,2.625,0.4,4,True,True,"(600, 600)",1,0.7350429038,0.4923924788,.,0,0.608,1,0.056,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,33,True,0.2,0.875,2.625,0.4,4,True,True,"(600, 600)",2,0.1704938276,0.7076415102,0.304,1,0.188,1,0.056,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,33,True,0.2,0.875,2.625,0.4,4,True,True,"(600, 600)",3,0.1685202717,0.3627150849,.,0,.,0,0.056,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,33,True,0.2,0.875,2.625,0.4,4,True,True,"(600, 600)",4,0.2463181635,0.3814329023,.,0,.,0,0.056,1,0.04,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,33,True,0.2,0.875,2.625,0.4,4,True,True,"(600, 600)",5,0.5869811012,0.3071740214,.,0,0.562,1,0.056,1,0.04,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,33,True,0.2,0.875,2.625,0.4,4,True,True,"(600, 600)",6,2.8954770394,0.6133063687,0.719,1,0.596,1,0.26,1,0.104,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,33,True,0.2,0.875,2.625,0.4,4,True,True,"(600, 600)",7,0.4346840347,0.4805168964,.,0,0.876,1,0.156,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,33,True,0.2,0.875,2.625,0.4,4,True,True,"(600, 600)",8,0.3448488881,0.3141475416,.,0,.,0,0.916,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,33,True,0.2,0.875,2.625,0.4,4,True,True,"(600, 600)",9,0.0582601473,0.1810293791,.,0,0.14,1,0.056,1,0.04,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,34,True,0.1,0.625,2.75,0.55,4,True,True,"(600, 600)",0,0.1630908256,0.5780691485,0.056,1,0.056,1,0.056,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,34,True,0.1,0.625,2.75,0.55,4,True,True,"(600, 600)",1,0.1734290215,0.3536032187,.,0,0.432,1,0.056,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,34,True,0.1,0.625,2.75,0.55,4,True,True,"(600, 600)",2,0.7459276636,0.9255918703,.,0,0.913,1,0.056,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,34,True,0.1,0.625,2.75,0.55,4,True,True,"(600, 600)",3,0.1596994452,0.6080685766,.,0,.,0,0.068,1,0.068,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,34,True,0.1,0.625,2.75,0.55,4,True,True,"(600, 600)",4,0.3463740285,0.3174381062,.,0,.,0,0.056,1,0.04,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,34,True,0.1,0.625,2.75,0.55,4,True,True,"(600, 600)",5,0.0350570125,0.4893696511,0.999,1,0.524,1,0.056,1,0.04,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,34,True,0.1,0.625,2.75,0.55,4,True,True,"(600, 600)",6,0.0711673767,0.317879449,0.594,1,0.068,1,0.068,1,0.068,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,34,True,0.1,0.625,2.75,0.55,4,True,True,"(600, 600)",7,0.5575536886,0.9669937639,0.288,1,0.288,1,0.288,1,0.04,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,34,True,0.1,0.625,2.75,0.55,4,True,True,"(600, 600)",8,0.2101604562,0.6125402439,.,0,0.2,1,0.056,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,34,True,0.1,0.625,2.75,0.55,4,True,True,"(600, 600)",9,0.4146309447,0.326888921,0.416,1,0.416,1,0.056,1,0.04,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,35,True,0.35,0.825,1.125,0.3,4,True,True,"(600, 600)",0,0.5276661274,0.568343836,.,0,.,0,.,0,.,0,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,35,True,0.35,0.825,1.125,0.3,4,True,True,"(600, 600)",1,0.4294823056,0.4645973143,.,0,.,0,.,0,0.072,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,35,True,0.35,0.825,1.125,0.3,4,True,True,"(600, 600)",2,0.2416036374,0.2909395825,.,0,.,0,.,0,0.088,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,35,True,0.35,0.825,1.125,0.3,4,True,True,"(600, 600)",3,0.2511325448,0.3032207724,.,0,.,0,.,0,0.072,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,35,True,0.35,0.825,1.125,0.3,4,True,True,"(600, 600)",4,0.1317188136,0.1779299955,.,0,.,0,0.104,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,35,True,0.35,0.825,1.125,0.3,4,True,True,"(600, 600)",5,0.0704362038,0.1233591772,.,0,0.12,1,0.088,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,35,True,0.35,0.825,1.125,0.3,4,True,True,"(600, 600)",6,0.4244635001,0.4771284141,.,0,.,0,.,0,0.108,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,35,True,0.35,0.825,1.125,0.3,4,True,True,"(600, 600)",7,0.157273569,0.2101490894,.,0,.,0,0.132,1,0.072,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,35,True,0.35,0.825,1.125,0.3,4,True,True,"(600, 600)",8,0.2936559962,0.3432931777,.,0,.,0,.,0,0.088,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,35,True,0.35,0.825,1.125,0.3,4,True,True,"(600, 600)",9,0.1067959759,0.1579382155,.,0,0.12,1,0.104,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,36,True,0.325,0.55,1.625,0.9,4,True,True,"(600, 600)",0,-0.046306892,0.1334552184,0.144,1,0.144,1,0.104,1,0.072,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,36,True,0.325,0.55,1.625,0.9,4,True,True,"(600, 600)",1,0.1059127718,0.2480724035,0.362,1,0.104,1,0.104,1,0.072,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,36,True,0.325,0.55,1.625,0.9,4,True,True,"(600, 600)",2,0.713051772,0.2002915226,.,0,0.2,1,0.072,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,36,True,0.325,0.55,1.625,0.9,4,True,True,"(600, 600)",3,0.409900061,0.3293847292,.,0,0.37,1,0.072,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,36,True,0.325,0.55,1.625,0.9,4,True,True,"(600, 600)",4,0.0637737849,0.1800171039,0.18,1,0.072,1,0.072,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,36,True,0.325,0.55,1.625,0.9,4,True,True,"(600, 600)",5,0.5435892069,0.3117844143,0.192,1,0.072,1,0.072,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,36,True,0.325,0.55,1.625,0.9,4,True,True,"(600, 600)",6,0.0160152768,0.2255352396,0.689,1,0.574,1,0.088,1,0.088,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,36,True,0.325,0.55,1.625,0.9,4,True,True,"(600, 600)",7,0.0516015644,0.2056465574,.,0,0.568,1,0.072,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,36,True,0.325,0.55,1.625,0.9,4,True,True,"(600, 600)",8,0.2068911355,0.3704135696,0.256,1,0.212,1,0.124,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,36,True,0.325,0.55,1.625,0.9,4,True,True,"(600, 600)",9,0.0957954633,0.1394121028,0.96,1,0.072,1,0.072,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,37,True,0.225,0.5,1.875,0.2,4,True,True,"(600, 600)",0,0.1265291775,0.1657847003,0.168,1,0.072,1,0.072,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,37,True,0.225,0.5,1.875,0.2,4,True,True,"(600, 600)",1,0.5572837294,0.5783424708,.,0,.,0,.,0,.,0,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,37,True,0.225,0.5,1.875,0.2,4,True,True,"(600, 600)",2,0.0733168782,0.3189652099,.,0,0.426,1,0.072,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,37,True,0.225,0.5,1.875,0.2,4,True,True,"(600, 600)",3,0.2341448496,0.2728485882,.,0,.,0,.,0,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,37,True,0.225,0.5,1.875,0.2,4,True,True,"(600, 600)",4,0.1636983687,0.1208015213,0.16,1,0.144,1,0.072,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,37,True,0.225,0.5,1.875,0.2,4,True,True,"(600, 600)",5,0.0530941291,0.2638088012,0.454,1,0.112,1,0.072,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,37,True,0.225,0.5,1.875,0.2,4,True,True,"(600, 600)",6,0.7229992925,0.766866482,.,0,.,0,.,0,.,0,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,37,True,0.225,0.5,1.875,0.2,4,True,True,"(600, 600)",7,0.2437017026,0.2709477061,.,0,.,0,.,0,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,37,True,0.225,0.5,1.875,0.2,4,True,True,"(600, 600)",8,0.1177746967,0.1662968913,.,0,.,0,0.084,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,37,True,0.225,0.5,1.875,0.2,4,True,True,"(600, 600)",9,0.0972938834,0.2881200631,.,0,0.402,1,0.056,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,38,True,0.125,0.8,1.75,0.75,4,True,True,"(600, 600)",0,-0.022991744,0.1862493988,0.314,1,0.212,1,0.12,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,38,True,0.125,0.8,1.75,0.75,4,True,True,"(600, 600)",1,0.0528594119,0.3601401166,.,0,0.543,1,0.543,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,38,True,0.125,0.8,1.75,0.75,4,True,True,"(600, 600)",2,0.1999739456,0.1823655108,.,0,0.072,1,0.072,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,38,True,0.125,0.8,1.75,0.75,4,True,True,"(600, 600)",3,0.3434957018,0.4425632915,.,0,0.605,1,0.224,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,38,True,0.125,0.8,1.75,0.75,4,True,True,"(600, 600)",4,0.256000765,0.1159193088,0.45,1,0.148,1,0.072,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,38,True,0.125,0.8,1.75,0.75,4,True,True,"(600, 600)",5,0.6443571473,0.2971170893,0.128,1,0.072,1,0.072,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,38,True,0.125,0.8,1.75,0.75,4,True,True,"(600, 600)",6,0.0798115085,0.2495432525,0.414,1,0.236,1,0.096,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,38,True,0.125,0.8,1.75,0.75,4,True,True,"(600, 600)",7,0.2207879276,0.2322430351,.,0,0.188,1,0.072,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,38,True,0.125,0.8,1.75,0.75,4,True,True,"(600, 600)",8,0.1798037416,0.2433154359,.,0,0.268,1,0.176,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,38,True,0.125,0.8,1.75,0.75,4,True,True,"(600, 600)",9,0.0612726022,0.1845381184,0.344,1,0.316,1,0.072,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,39,True,0.45,0.675,3,0.35,4,True,True,"(600, 600)",0,0.194918583,0.4673321799,.,0,0.068,1,0.068,1,0.04,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,39,True,0.45,0.675,3,0.35,4,True,True,"(600, 600)",1,0.9164562593,0.3458971332,.,0,.,0,0.264,1,0.084,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,39,True,0.45,0.675,3,0.35,4,True,True,"(600, 600)",2,0.357353308,0.3202852423,0.512,1,0.056,1,0.056,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,39,True,0.45,0.675,3,0.35,4,True,True,"(600, 600)",3,0.0584734881,0.2144279457,.,0,0.492,1,0.068,1,0.068,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,39,True,0.45,0.675,3,0.35,4,True,True,"(600, 600)",4,0.2575774383,0.405792068,.,0,.,0,0.056,1,0.04,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,39,True,0.45,0.675,3,0.35,4,True,True,"(600, 600)",5,0.2561131845,0.659780805,0.436,1,0.26,1,0.056,1,0.04,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,39,True,0.45,0.675,3,0.35,4,True,True,"(600, 600)",6,0.0555451245,0.3717705036,0.444,1,0.444,1,0.444,1,0.128,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,39,True,0.45,0.675,3,0.35,4,True,True,"(600, 600)",7,0.2651747232,0.4000057427,0.232,1,0.232,1,0.056,1,0.04,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,39,True,0.45,0.675,3,0.35,4,True,True,"(600, 600)",8,0.0328115591,0.665333478,0.997,1,0.997,1,0.056,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,39,True,0.45,0.675,3,0.35,4,True,True,"(600, 600)",9,0.3554089542,0.28740236,0.7,1,0.308,1,0.056,1,0.04,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,40,True,0.425,0.75,2.5,0.85,4,True,True,"(600, 600)",0,0.4131828447,0.3081432294,0.872,1,0.056,1,0.056,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,40,True,0.425,0.75,2.5,0.85,4,True,True,"(600, 600)",1,0.0030553038,0.230386703,0.336,1,0.336,1,0.068,1,0.04,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,40,True,0.425,0.75,2.5,0.85,4,True,True,"(600, 600)",2,0.4523249443,0.4568762077,0.797,1,0.436,1,0.056,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,40,True,0.425,0.75,2.5,0.85,4,True,True,"(600, 600)",3,0.7261912073,0.4471021873,0.256,1,0.256,1,0.256,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,40,True,0.425,0.75,2.5,0.85,4,True,True,"(600, 600)",4,0.1595917092,0.3893347035,.,0,0.843,1,0.056,1,0.04,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,40,True,0.425,0.75,2.5,0.85,4,True,True,"(600, 600)",5,0.1810046647,0.2794625812,.,0,.,0,0.056,1,0.04,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,40,True,0.425,0.75,2.5,0.85,4,True,True,"(600, 600)",6,0.8249333196,0.46704756,0.428,1,0.236,1,0.056,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,40,True,0.425,0.75,2.5,0.85,4,True,True,"(600, 600)",7,0.1089194557,0.5403195219,.,0,0.452,1,0.056,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,40,True,0.425,0.75,2.5,0.85,4,True,True,"(600, 600)",8,0.3972688231,0.4241061716,.,0,.,0,.,0,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,40,True,0.425,0.75,2.5,0.85,4,True,True,"(600, 600)",9,1.1461868854,0.5951956772,.,0,0.432,1,0.056,1,0.04,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,41,True,0.4,0.525,1.375,0.6,4,True,True,"(600, 600)",0,0.0893214469,0.1337219239,0.291,1,0.136,1,0.12,1,0.088,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,41,True,0.4,0.525,1.375,0.6,4,True,True,"(600, 600)",1,0.2543582373,0.2946267952,.,0,.,0,.,0,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,41,True,0.4,0.525,1.375,0.6,4,True,True,"(600, 600)",2,0.1183204672,0.1649703025,.,0,0.188,1,0.088,1,0.072,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,41,True,0.4,0.525,1.375,0.6,4,True,True,"(600, 600)",3,0.1953893691,0.2943797489,.,0,.,0,0.604,1,0.112,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,41,True,0.4,0.525,1.375,0.6,4,True,True,"(600, 600)",4,0.2499296516,0.243812184,.,0,.,0,0.088,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,41,True,0.4,0.525,1.375,0.6,4,True,True,"(600, 600)",5,0.0060155376,0.1848539597,0.247,1,0.088,1,0.072,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,41,True,0.4,0.525,1.375,0.6,4,True,True,"(600, 600)",6,0.3577381602,0.4348778177,.,0,.,0,.,0,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,41,True,0.4,0.525,1.375,0.6,4,True,True,"(600, 600)",7,0.1633152896,0.229718108,.,0,.,0,0.088,1,0.072,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,41,True,0.4,0.525,1.375,0.6,4,True,True,"(600, 600)",8,0.2149867961,0.2276845861,0.272,1,0.22,1,0.128,1,0.072,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,41,True,0.4,0.525,1.375,0.6,4,True,True,"(600, 600)",9,-0.033720551,0.0447929462,0.116,1,0.088,1,0.088,1,0.056,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,42,True,0.5,0.775,1.25,0.45,4,True,True,"(600, 600)",0,0.1214657722,0.1782873877,.,0,.,0,0.12,1,0.072,1,1000,4,100,20,2,36,6,1,100,,,
df_solver_results_new_sscont.jmp,SSCONT,42,True,0.5,0.775,1.25,0.45,4,True,True,"(600, 600)",1,0.4472409357,0.4822441183,.,0,.,0,.,0,0.124,1,1000,4,100,20,2,36,6,1,100,,,
